created_at,full_text,username,cleaned_text,translate_text,lower_text,normalize_text,stopwords_text,tokenisasi_text
Fri Oct 25 13:00:52 +0000 2024,Indonesia Nyatakan Rencana Gabung ke BRICS Demi Wujudkan Diplomasi Bebas Aktif - https://t.co/9jrw4FZNx9 https://t.co/yIpVb1k7cl,smartizen_,Indonesia Nyatakan Rencana Gabung ke BRICS Demi Wujudkan Diplomasi Bebas Aktif  httpstco9jrw4FZNx9 httpstcoyIpVb1k7cl,Indonesia Nyatakan Rencana Gabung ke BRICS Demi Wujudkan Diplomasi Bebas Aktif  httpstco9jrw4FZNx9 httpstcoyIpVb1k7cl,indonesia nyatakan rencana gabung ke brics demi wujudkan diplomasi bebas aktif  httpstco9jrw4fznx9 httpstcoyipvb1k7cl,indonesia nyatakan rencana gabung ke brics demi wujudkan diplomasi bebas aktif httpstco9jrw4fznx9 httpstcoyipvb1k7cl,indonesia nyatakan rencana gabung brics wujudkan diplomasi bebas aktif httpstco9jrw4fznx9 httpstcoyipvb1k7cl,"['indonesia', 'nyatakan', 'rencana', 'gabung', 'brics', 'wujudkan', 'diplomasi', 'bebas', 'aktif', 'httpstco9jrw4fznx9', 'httpstcoyipvb1k7cl']"
Sat Jun 22 08:27:10 +0000 2024,Ketimbang bersikeras gabung OECD--yg salah satu syaratnya jalin hub diplomatik dengan Israel lebih baik Indonesia segera gabung BRICS+. Bisa percepat keruntuhan sistem keuangan internasional yg tidak adil. Dolar AS sudah tidak relevan sebagai mata uang dunia.,dom_otk,Ketimbang bersikeras gabung OECDyg salah satu syaratnya jalin hub diplomatik dengan Israel lebih baik Indonesia segera gabung BRICS Bisa percepat keruntuhan sistem keuangan internasional yg tidak adil Dolar AS sudah tidak relevan sebagai mata uang dunia,Ketimbang bersikeras gabung OECDyg salah satu syaratnya jalin hub diplomatik dengan Israel lebih baik Indonesia segera gabung BRICS Bisa percepat keruntuhan sistem keuangan internasional yg tidak adil Dolar AS sudah tidak relevan sebagai mata uang dunia,ketimbang bersikeras gabung oecdyg salah satu syaratnya jalin hub diplomatik dengan israel lebih baik indonesia segera gabung brics bisa percepat keruntuhan sistem keuangan internasional yg tidak adil dolar as sudah tidak relevan sebagai mata uang dunia,ketimbang bersikeras gabung oecdyg salah satu syaratnya jalin hub diplomatik dengan israel lebih baik indonesia segera gabung brics bisa percepat keruntuhan sistem keuangan internasional yang tidak adil dolar as sudah tidak relevan sebagai mata uang dunia,ketimbang bersikeras gabung oecdyg salah satu syaratnya jalin hub diplomatik israel lebih baik indonesia segera gabung brics percepat keruntuhan sistem keuangan internasional tidak adil dolar as tidak relevan mata uang dunia,"['ketimbang', 'bersikeras', 'gabung', 'oecdyg', 'salah', 'satu', 'syaratnya', 'jalin', 'hub', 'diplomatik', 'israel', 'lebih', 'baik', 'indonesia', 'segera', 'gabung', 'brics', 'percepat', 'keruntuhan', 'sistem', 'keuangan', 'internasional', 'tidak', 'adil', 'dolar', 'as', 'tidak', 'relevan', 'mata', 'uang', 'dunia']"
Fri Oct 25 10:30:57 +0000 2024,@erlanishere Menlu Sugiono: Indonesia tidak dapat berdiam diri saat kekejaman ini terus berlanjut tanpa ada yang bertanggung jawab https://t.co/0GTgAPfd0k,idx_channel, Menlu Sugiono Indonesia tidak dapat berdiam diri saat kekejaman ini terus berlanjut tanpa ada yang bertanggung jawab httpstco0GTgAPfd0k,Menlu Sugiono Indonesia tidak dapat berdiam diri saat kekejaman ini terus berlanjut tanpa ada yang bertanggung jawab httpstco0GTgAPfd0k,menlu sugiono indonesia tidak dapat berdiam diri saat kekejaman ini terus berlanjut tanpa ada yang bertanggung jawab httpstco0gtgapfd0k,menlu sugiono indonesia tidak dapat berdiam diri saat kekejaman ini terus berlanjut tanpa ada yang bertanggung jawab httpstco0gtgapfd0k,menlu sugiono indonesia dapat berdiam diri kekejaman terus berlanjut ada bertanggung jawab httpstco0gtgapfd0k,"['menlu', 'sugiono', 'indonesia', 'dapat', 'berdiam', 'diri', 'kekejaman', 'terus', 'berlanjut', 'ada', 'bertanggung', 'jawab', 'httpstco0gtgapfd0k']"
Sat Oct 26 13:04:58 +0000 2024,@TxtdariHI Pernyataan keinginan Indonesia bergabung ke dalam forum BRICS dinilai semakin menegaskan ketergantungan Indonesia pada China. https://t.co/r7MzKWzUbq,idx_channel, Pernyataan keinginan Indonesia bergabung ke dalam forum BRICS dinilai semakin menegaskan ketergantungan Indonesia pada China httpstcor7MzKWzUbq,Pernyataan keinginan Indonesia bergabung ke dalam forum BRICS dinilai semakin menegaskan ketergantungan Indonesia pada China httpstcor7MzKWzUbq,pernyataan keinginan indonesia bergabung ke dalam forum brics dinilai semakin menegaskan ketergantungan indonesia pada china httpstcor7mzkwzubq,pernyataan keinginan indonesia bergabung ke dalam forum brics dinilai semakin menegaskan ketergantungan indonesia pada china httpstcor7mzkwzubq,pernyataan keinginan indonesia bergabung dalam forum brics dinilai semakin menegaskan ketergantungan indonesia china httpstcor7mzkwzubq,"['pernyataan', 'keinginan', 'indonesia', 'bergabung', 'dalam', 'forum', 'brics', 'dinilai', 'semakin', 'menegaskan', 'ketergantungan', 'indonesia', 'china', 'httpstcor7mzkwzubq']"
Fri Oct 25 07:17:17 +0000 2024,@txtfromIR Menlu Sugiono umumkan Indonesia ingin bergabung dengan BRICS https://t.co/2zCavBTDcM,okezonenews, Menlu Sugiono umumkan Indonesia ingin bergabung dengan BRICS httpstco2zCavBTDcM,Menlu Sugiono umumkan Indonesia ingin bergabung dengan BRICS httpstco2zCavBTDcM,menlu sugiono umumkan indonesia ingin bergabung dengan brics httpstco2zcavbtdcm,menlu sugiono umumkan indonesia ingin bergabung dengan brics httpstco2zcavbtdcm,menlu sugiono umumkan indonesia bergabung brics httpstco2zcavbtdcm,"['menlu', 'sugiono', 'umumkan', 'indonesia', 'bergabung', 'brics', 'httpstco2zcavbtdcm']"
Fri Oct 25 14:15:10 +0000 2024,@TxtdariHI Indonesia Ingin Gabung BRICS Ekonom: Diversifikasi Perdagangan dan Hubungan Luar Negeri https://t.co/wYe1vTXMcO,officialinews_, Indonesia Ingin Gabung BRICS Ekonom Diversifikasi Perdagangan dan Hubungan Luar Negeri httpstcowYe1vTXMcO,Indonesia Ingin Gabung BRICS Ekonom Diversifikasi Perdagangan dan Hubungan Luar Negeri httpstcowYe1vTXMcO,indonesia ingin gabung brics ekonom diversifikasi perdagangan dan hubungan luar negeri httpstcowye1vtxmco,indonesia ingin gabung brics ekonom diversifikasi perdagangan dan hubungan luar negeri httpstcowye1vtxmco,indonesia gabung brics ekonom diversifikasi perdagangan hubungan luar negeri httpstcowye1vtxmco,"['indonesia', 'gabung', 'brics', 'ekonom', 'diversifikasi', 'perdagangan', 'hubungan', 'luar', 'negeri', 'httpstcowye1vtxmco']"
Sat Oct 26 01:55:10 +0000 2024,@irwndfrry Sebetulnya kalau Indonesia gabung jadi anggota BRICS masuk akal juga dengan catatan negara anggotanya pada waras. Cuma ya tahu sendiri gimana anggota BRICS yang sekarang ,rip_aiden, Sebetulnya kalau Indonesia gabung jadi anggota BRICS masuk akal juga dengan catatan negara anggotanya pada waras Cuma ya tahu sendiri gimana anggota BRICS yang sekarang ,Sebetulnya kalau Indonesia gabung jadi anggota BRICS masuk akal juga dengan catatan negara anggotanya pada waras Cuma ya tahu sendiri gimana anggota BRICS yang sekarang,sebetulnya kalau indonesia gabung jadi anggota brics masuk akal juga dengan catatan negara anggotanya pada waras cuma ya tahu sendiri gimana anggota brics yang sekarang,sebetulnya kalau indonesia gabung jadi anggota brics masuk akal juga dengan catatan negara anggotanya pada waras cuma ya tahu sendiri bagaimana anggota brics yang sekarang,kalau indonesia gabung jadi anggota brics masuk akal dengan catatan negara anggotanya waras cuma tahu sendiri bagaimana anggota brics sekarang,"['kalau', 'indonesia', 'gabung', 'jadi', 'anggota', 'brics', 'masuk', 'akal', 'dengan', 'catatan', 'negara', 'anggotanya', 'waras', 'cuma', 'tahu', 'sendiri', 'bagaimana', 'anggota', 'brics', 'sekarang']"
Fri Oct 25 15:12:14 +0000 2024,BREAKING NEWS ... INDONESIA RESMI GABUNG BRICS. https://t.co/O7d3GcY9wy,R19cakra,BREAKING NEWS  INDONESIA RESMI GABUNG BRICS httpstcoO7d3GcY9wy,BREAKING NEWS  INDONESIA RESMI GABUNG BRICS httpstcoO7d3GcY9wy,breaking news  indonesia resmi gabung brics httpstcoo7d3gcy9wy,breaking news indonesia resmi gabung brics httpstcoo7d3gcy9wy,breaking news indonesia resmi gabung brics httpstcoo7d3gcy9wy,"['breaking', 'news', 'indonesia', 'resmi', 'gabung', 'brics', 'httpstcoo7d3gcy9wy']"
Mon Oct 28 10:04:30 +0000 2024,@TxtdariHI Ini dampak positif dan negatif kalau Indonesia gabung BRICS https://t.co/z9zilslLzZ,idx_channel, Ini dampak positif dan negatif kalau Indonesia gabung BRICS httpstcoz9zilslLzZ,Ini dampak positif dan negatif kalau Indonesia gabung BRICS httpstcoz9zilslLzZ,ini dampak positif dan negatif kalau indonesia gabung brics httpstcoz9zilsllzz,ini dampak positif dan negatif kalau indonesia gabung brics httpstcoz9zilsllzz,dampak positif negatif kalau indonesia gabung brics httpstcoz9zilsllzz,"['dampak', 'positif', 'negatif', 'kalau', 'indonesia', 'gabung', 'brics', 'httpstcoz9zilsllzz']"
Mon Oct 28 16:05:48 +0000 2024,https://t.co/BmymPdv3fZ Komisi I: Keinginan Indonesia Gabung BRICS Perlu Didukung breaking news..... https://t.co/HQzAjMnFRJ,tarungnews2,httpstcoBmymPdv3fZ Komisi I Keinginan Indonesia Gabung BRICS Perlu Didukung breaking news httpstcoHQzAjMnFRJ,httpstcoBmymPdv3fZ Komisi I Keinginan Indonesia Gabung BRICS Perlu Didukung breaking news httpstcoHQzAjMnFRJ,httpstcobmympdv3fz komisi i keinginan indonesia gabung brics perlu didukung breaking news httpstcohqzajmnfrj,httpstcobmympdv3fz komisi i keinginan indonesia gabung brics perlu didukung breaking news httpstcohqzajmnfrj,httpstcobmympdv3fz komisi i keinginan indonesia gabung brics perlu didukung breaking news httpstcohqzajmnfrj,"['httpstcobmympdv3fz', 'komisi', 'i', 'keinginan', 'indonesia', 'gabung', 'brics', 'perlu', 'didukung', 'breaking', 'news', 'httpstcohqzajmnfrj']"
Fri Oct 25 07:36:21 +0000 2024,@txtfromIR Menlu Sugiono: Indonesia tidak dapat berdiam diri saat kekejaman ini terus berlanjut tanpa ada yang bertanggung jawab https://t.co/0GTgAPfd0k,idx_channel, Menlu Sugiono Indonesia tidak dapat berdiam diri saat kekejaman ini terus berlanjut tanpa ada yang bertanggung jawab httpstco0GTgAPfd0k,Menlu Sugiono Indonesia tidak dapat berdiam diri saat kekejaman ini terus berlanjut tanpa ada yang bertanggung jawab httpstco0GTgAPfd0k,menlu sugiono indonesia tidak dapat berdiam diri saat kekejaman ini terus berlanjut tanpa ada yang bertanggung jawab httpstco0gtgapfd0k,menlu sugiono indonesia tidak dapat berdiam diri saat kekejaman ini terus berlanjut tanpa ada yang bertanggung jawab httpstco0gtgapfd0k,menlu sugiono indonesia dapat berdiam diri kekejaman terus berlanjut ada bertanggung jawab httpstco0gtgapfd0k,"['menlu', 'sugiono', 'indonesia', 'dapat', 'berdiam', 'diri', 'kekejaman', 'terus', 'berlanjut', 'ada', 'bertanggung', 'jawab', 'httpstco0gtgapfd0k']"
Sat Oct 26 08:16:00 +0000 2024,Indonesia Nyatakan Keinginan Gabung BRICS via @arrahmah https://t.co/sNrry7A8ts,arrahmah,Indonesia Nyatakan Keinginan Gabung BRICS via  httpstcosNrry7A8ts,Indonesia Nyatakan Keinginan Gabung BRICS via  httpstcosNrry7A8ts,indonesia nyatakan keinginan gabung brics via  httpstcosnrry7a8ts,indonesia nyatakan keinginan gabung brics via httpstcosnrry7a8ts,indonesia nyatakan keinginan gabung brics via httpstcosnrry7a8ts,"['indonesia', 'nyatakan', 'keinginan', 'gabung', 'brics', 'via', 'httpstcosnrry7a8ts']"
Mon Oct 28 10:41:24 +0000 2024,Rusia soal RI Mau Gabung BRICS: Indonesia Kandidat yang Bagus https://t.co/omPssKmwpM,CNNIndonesia,Rusia soal RI Mau Gabung BRICS Indonesia Kandidat yang Bagus httpstcoomPssKmwpM,Rusia soal RI Mau Gabung BRICS Indonesia Kandidat yang Bagus httpstcoomPssKmwpM,rusia soal ri mau gabung brics indonesia kandidat yang bagus httpstcoompsskmwpm,rusia soal ri ingin gabung brics indonesia kandidat yang bagus httpstcoompsskmwpm,rusia soal ri gabung brics indonesia kandidat bagus httpstcoompsskmwpm,"['rusia', 'soal', 'ri', 'gabung', 'brics', 'indonesia', 'kandidat', 'bagus', 'httpstcoompsskmwpm']"
Mon Oct 28 23:21:59 +0000 2024, BRICS merupakan mekanisme yang terbuka dan inklusif kami menyambut lebih banyak mitra yang berpikiran sama termasuk Indonesia untuk bergabung dengan keluarga BRICS kata Juru Bicara Kementerian Luar Negeri China Lin Jian. https://t.co/UcK9n0FSWt,republikaonline, BRICS merupakan mekanisme yang terbuka dan inklusif kami menyambut lebih banyak mitra yang berpikiran sama termasuk Indonesia untuk bergabung dengan keluarga BRICS kata Juru Bicara Kementerian Luar Negeri China Lin Jian httpstcoUcK9n0FSWt,BRICS merupakan mekanisme yang terbuka dan inklusif kami menyambut lebih banyak mitra yang berpikiran sama termasuk Indonesia untuk bergabung dengan keluarga BRICS kata Juru Bicara Kementerian Luar Negeri China Lin Jian httpstcoUcK9n0FSWt,brics merupakan mekanisme yang terbuka dan inklusif kami menyambut lebih banyak mitra yang berpikiran sama termasuk indonesia untuk bergabung dengan keluarga brics kata juru bicara kementerian luar negeri china lin jian httpstcouck9n0fswt,brics merupakan mekanisme yang terbuka dan inklusif kami menyambut lebih banyak mitra yang berpikiran dengan termasuk indonesia untuk bergabung dengan keluarga brics kata juru bicara kementerian luar negeri china lin jian httpstcouck9n0fswt,brics merupakan mekanisme terbuka inklusif menyambut lebih banyak mitra berpikiran termasuk indonesia bergabung keluarga brics kata juru bicara kementerian luar negeri china lin jian httpstcouck9n0fswt,"['brics', 'merupakan', 'mekanisme', 'terbuka', 'inklusif', 'menyambut', 'lebih', 'banyak', 'mitra', 'berpikiran', 'termasuk', 'indonesia', 'bergabung', 'keluarga', 'brics', 'kata', 'juru', 'bicara', 'kementerian', 'luar', 'negeri', 'china', 'lin', 'jian', 'httpstcouck9n0fswt']"
Tue Oct 29 07:37:10 +0000 2024,Dukung Indonesia gabung BRICS #BRICS #Ekonomi #EkonomiNasional #IndonesiaMaju #IndonesiaEmas2045 https://t.co/joBeqzV0sO,Indonesia_Satu0,Dukung Indonesia gabung BRICS      httpstcojoBeqzV0sO,Dukung Indonesia gabung BRICS      httpstcojoBeqzV0sO,dukung indonesia gabung brics      httpstcojobeqzv0so,dukung indonesia gabung brics httpstcojobeqzv0so,dukung indonesia gabung brics httpstcojobeqzv0so,"['dukung', 'indonesia', 'gabung', 'brics', 'httpstcojobeqzv0so']"
Mon Oct 28 11:47:13 +0000 2024,Prospek Indonesia Ketika Gabung BRICS #brics #indonesiagabungbrics @vaniepink https://t.co/bAd8vTxSEE,tinjauid,Prospek Indonesia Ketika Gabung BRICS    httpstcobAd8vTxSEE,Prospek Indonesia Ketika Gabung BRICS    httpstcobAd8vTxSEE,prospek indonesia ketika gabung brics    httpstcobad8vtxsee,prospek indonesia ketika gabung brics httpstcobad8vtxsee,prospek indonesia gabung brics httpstcobad8vtxsee,"['prospek', 'indonesia', 'gabung', 'brics', 'httpstcobad8vtxsee']"
Fri Oct 25 01:33:27 +0000 2024,Indonesia Resmi Sampaikan Keinginan Gabung BRICS https://t.co/XsgkqfsLib Install aplikasi kumparan baca lebih nyaman tanpa iklan https://t.co/MIfDzqbGSo,farouk321,Indonesia Resmi Sampaikan Keinginan Gabung BRICS httpstcoXsgkqfsLib Install aplikasi kumparan baca lebih nyaman tanpa iklan httpstcoMIfDzqbGSo,Indonesia Resmi Sampaikan Keinginan Gabung BRICS httpstcoXsgkqfsLib Install aplikasi kumparan baca lebih nyaman tanpa iklan httpstcoMIfDzqbGSo,indonesia resmi sampaikan keinginan gabung brics httpstcoxsgkqfslib install aplikasi kumparan baca lebih nyaman tanpa iklan httpstcomifdzqbgso,indonesia resmi sampaikan keinginan gabung brics httpstcoxsgkqfslib install aplikasi kumparan baca lebih nyaman tanpa iklan httpstcomifdzqbgso,indonesia resmi sampaikan keinginan gabung brics httpstcoxsgkqfslib install aplikasi kumparan baca lebih nyaman iklan httpstcomifdzqbgso,"['indonesia', 'resmi', 'sampaikan', 'keinginan', 'gabung', 'brics', 'httpstcoxsgkqfslib', 'install', 'aplikasi', 'kumparan', 'baca', 'lebih', 'nyaman', 'iklan', 'httpstcomifdzqbgso']"
Fri Oct 25 02:24:49 +0000 2024,Indonesia wants to join BRICS ministry says - Asia &amp; Pacific - The Jakarta Post #jakpost https://t.co/Chf6BXWO5d https://t.co/u00jMGaGjr,jakpost,Indonesia wants to join BRICS ministry says  Asia amp Pacific  The Jakarta Post  httpstcoChf6BXWO5d httpstcou00jMGaGjr,"Indonesia ingin bergabung dengan BRICS, kata kementerian Asia dan Pasifik The Jakarta Post httpstcoChf6BXWO5d httpstcou00jMGaGjr","indonesia ingin bergabung dengan brics, kata kementerian asia dan pasifik the jakarta post httpstcochf6bxwo5d httpstcou00jmgagjr","indonesia ingin bergabung dengan brics, kata kementerian asia dan pasifik the jakarta post httpstcochf6bxwo5d httpstcou00jmgagjr","indonesia bergabung brics, kata kementerian asia pasifik the jakarta post httpstcochf6bxwo5d httpstcou00jmgagjr","['indonesia', 'bergabung', 'brics', ',', 'kata', 'kementerian', 'asia', 'pasifik', 'the', 'jakarta', 'post', 'httpstcochf6bxwo5d', 'httpstcou00jmgagjr']"
Fri Oct 25 14:11:55 +0000 2024,Indonesia Ingin Gabung BRICS Ekonom: Diversifikasi Perdagangan dan Hubungan Luar Negeri https://t.co/wYe1vTXMcO,officialinews_,Indonesia Ingin Gabung BRICS Ekonom Diversifikasi Perdagangan dan Hubungan Luar Negeri httpstcowYe1vTXMcO,Indonesia Ingin Gabung BRICS Ekonom Diversifikasi Perdagangan dan Hubungan Luar Negeri httpstcowYe1vTXMcO,indonesia ingin gabung brics ekonom diversifikasi perdagangan dan hubungan luar negeri httpstcowye1vtxmco,indonesia ingin gabung brics ekonom diversifikasi perdagangan dan hubungan luar negeri httpstcowye1vtxmco,indonesia gabung brics ekonom diversifikasi perdagangan hubungan luar negeri httpstcowye1vtxmco,"['indonesia', 'gabung', 'brics', 'ekonom', 'diversifikasi', 'perdagangan', 'hubungan', 'luar', 'negeri', 'httpstcowye1vtxmco']"
Fri Oct 25 12:08:12 +0000 2024,@Chavesz08 Indonesia mau gabung begini sejarah pembentukan BRICS https://t.co/0dMomedUA0,okezonenews, Indonesia mau gabung begini sejarah pembentukan BRICS httpstco0dMomedUA0,Indonesia mau gabung begini sejarah pembentukan BRICS httpstco0dMomedUA0,indonesia mau gabung begini sejarah pembentukan brics httpstco0dmomedua0,indonesia ingin gabung begini sejarah pembentukan brics httpstco0dmomedua0,indonesia gabung begini sejarah pembentukan brics httpstco0dmomedua0,"['indonesia', 'gabung', 'begini', 'sejarah', 'pembentukan', 'brics', 'httpstco0dmomedua0']"
Sun Oct 27 06:48:32 +0000 2024,Gabung BRICS Jalan Baru bagi Indonesia di Kancah Ekonomi Global https://t.co/hso1oDCyl7,rmol_id,Gabung BRICS Jalan Baru bagi Indonesia di Kancah Ekonomi Global httpstcohso1oDCyl7,Gabung BRICS Jalan Baru bagi Indonesia di Kancah Ekonomi Global httpstcohso1oDCyl7,gabung brics jalan baru bagi indonesia di kancah ekonomi global httpstcohso1odcyl7,gabung brics jalan baru bagi indonesia di kancah ekonomi global httpstcohso1odcyl7,gabung brics jalan baru indonesia kancah ekonomi global httpstcohso1odcyl7,"['gabung', 'brics', 'jalan', 'baru', 'indonesia', 'kancah', 'ekonomi', 'global', 'httpstcohso1odcyl7']"
